rank	count	BODY
621=	2	Burrowing into submerged and water logged timber previously attacked by the wood boring isopod <I>Limnoria</I>.
621=	2	Case maker.
621=	2	Cave-dwelling.
621=	2	Cleptoparasitic, possibly on <I>Lasioglossum </I>(Halictidae).
621=	2	Closed forest.
621=	2	Coastal rivers
621=	2	Collected at edges of dense wet sclerophyll forest.
621=	2	Collected in <I>Banksia</I>-dominated open forest.
621=	2	Collected in rainforest canopy.
621=	2	Commensal (host unknown).
621=	2	Common in seagrass beds.
621=	2	Construct sack-like silk nets.
621=	2	Constructs pupal enclosure, pupates within dark brown silken cocoon.
621=	2	Cool temperate rainforest leaf litter.
621=	2	Coral reef flats amongst rubble.
621=	2	Coral reef.
621=	2	Coral rubble bottom.
621=	2	Coralline algae.
621=	2	Creeks, drains.
621=	2	Crop pest.
621=	2	Cryptic burrows in litter.
621=	2	Dead branches, leaf litter.
621=	2	Depth 0.5–3.5 m.
621=	2	Depth 0–40 m.
621=	2	Depth 0–9 m.
621=	2	Depth 10 to 30 m.
621=	2	Depth 103–113 m.
621=	2	Depth 10–15 m.
621=	2	Depth 11 m.
621=	2	Depth 11–18 m.
621=	2	Depth 11–35 m.
621=	2	Depth 12 m.
621=	2	Depth 13–22 m.
621=	2	Depth 13–38 m.
621=	2	Depth 14.5–18 m.
621=	2	Depth 15–35 m.
621=	2	Depth 16–46 m.
621=	2	Depth 18–1080 m.
621=	2	Depth 18–380 m.
621=	2	Depth 20–50 m.
621=	2	Depth 216 m.
621=	2	Depth 2450–3397 m.
621=	2	Depth 270 m.
621=	2	Depth 27–81 m.
621=	2	Depth 2–10 m.
621=	2	Depth 3 m.
621=	2	Depth 3000 m.
621=	2	Depth 31–35 m.
621=	2	Depth 32 m.
621=	2	Depth 34–36 m.
621=	2	Depth 350 m.
621=	2	Depth 36–79 m.
621=	2	Depth 38 m.
621=	2	Depth 400 m.
621=	2	Depth 45–56 m.
621=	2	Depth 46–57 m.
621=	2	Depth 4–10 m.
621=	2	Depth 500 m.
621=	2	Depth 55–64 m.
621=	2	Depth 5–37 m.
621=	2	Depth 63–72 m.
621=	2	Depth 685 m.
621=	2	Depth 6–9 m.
621=	2	Depth 7 m.
621=	2	Depth 7–11 m.
621=	2	Depth 7–16 m.
621=	2	Depth 7–9 m.
621=	2	Depth 8–12 m.
621=	2	Depth 8–20 m.
621=	2	Depth 9 m.
621=	2	Depth 90–119 m.
621=	2	Depth 90–385 m.
621=	2	Depth 9–15 m.
621=	2	Depth intertidal waters–13 m.
621=	2	Depth range unknown.
621=	2	Depth subtidal–13 m.
621=	2	Depth subtidal–20 m.
621=	2	Depth subtidal–385 m.
621=	2	Depth subtidal–450 m.
621=	2	Depth subtidal–50 m.
621=	2	Depth subtidal–54 m.
621=	2	Depth subtidal–70 m.
621=	2	Depth to 15 m.
621=	2	Depths to 50 m.
621=	2	Development direct.
621=	2	Diet also includes squid.
621=	2	Diet includes cephalopods, fish and crustaceans.
621=	2	Diet includes invertebrates.
621=	2	Diet mainly cephalopods.
621=	2	Down to 1500 m depth
621=	2	Down to 25 m depth.
621=	2	Down to 45 m depth.
621=	2	Down to 50 m depth.
621=	2	Down to 66 m depth.
621=	2	Down to 73 m depth.
621=	2	Down to 76 m depth.
621=	2	Dry sclerophyll forest, under stones.
621=	2	Dry scrub and grassland,.
621=	2	Ephemeral waters including acidic swamps, burrows connected to open water or the water table.
621=	2	Epizoic, sponges and tunicates.
621=	2	Especially in vicinity of watercourses.
621=	2	Exposed; sheltered habitats
621=	2	Fast flowing streams.
621=	2	Feed on new plant growth.
621=	2	Feeding in bat guano.
621=	2	Feeds on macrophytes.
621=	2	Female bites mammals.
621=	2	Female may feed on male during copulation.
621=	2	Female observed feeding on small Chironomidae.
621=	2	Flightless, males and larvae not known.
621=	2	Flower visiting record: <I>Acacia</I> Miller [Mimosaceae].
621=	2	Flower visiting record: <I>Angophora</I> Cav. [Myrtaceae], <I>Callistemon</I> R.Br. [Myrtaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Eugenia</I> L. [Myrtaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Syncarpia</I> Ten. [Myrtaceae], <I>Tristania</I> R.Br. [Myrtaceae].
621=	2	Flower visiting record: <I>Angophora</I> Cav. [Myrtaceae], <I>Callistemon</I> R.Br. [Myrtaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Syncarpia</I> Ten. [Myrtaceae], <I>Tristania</I> R.Br. [Myrtaceae].
621=	2	Flower visiting record: <I>Angophora</I> Cav. [Myrtaceae], <I>Callistemon</I> R.Br. [Myrtaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae].
621=	2	Flower visiting record: <I>Angophora</I> Cav. [Myrtaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Tristania</I> R.Br. [Myrtaceae].
621=	2	Flower visiting record: <I>Angophora</I> Cav. [Myrtaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae].
621=	2	Flower visiting record: <I>Angophora</I> Cav. [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae].
621=	2	Flower visiting record: <I>Antigonon</I> Endl. [Polygonaceae].
621=	2	Flower visiting record: <I>Baeckea</I> L. [Myrtaceae].
621=	2	Flower visiting record: <I>Banksia</I> L.f. [Proteaceae].
621=	2	Flower visiting record: <I>Boronia</I> Sm. [Rutaceae].
621=	2	Flower visiting record: <I>Caladenia</I> R.Br. [Orchidaceae].
621=	2	Flower visiting record: <I>Callistemon</I> R.Br. [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae].
621=	2	Flower visiting record: <I>Carpobrotus</I> N.E. Br. [Aizoaceae].
621=	2	Flower visiting record: <I>Crotolaria </I> L. [Fabaceae].
621=	2	Flower visiting record: <I>Daviesia</I> Sm. [Fabaceae], <I>Jacksonia</I> Smith [Fabaceae], <I>Pultenaea</I> Sm. [Fabaceae].
621=	2	Flower visiting record: <I>Dillwynia</I> Sm. [Fabaceae].
621=	2	Flower visiting record: <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Eugenia</I> L. [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Tristania</I> R.Br. [Myrtaceae].
621=	2	Flower visiting record: <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae].
621=	2	Flower visiting record: <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Tristania</I> R.Br. [Myrtaceae].
621=	2	Flower visiting record: <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Schinus</I> L. [Anacardiaceae].
621=	2	Flower visiting record: <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Wahlenbergia</I> Roth [Campanulaceae].
621=	2	Flower visiting record: <I>Hypochaeris</I> L. [Asteraceae].
621=	2	Flower visiting record: <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Lomatia</I> R.Br. [Proteaceae].
621=	2	Flower visiting record: <I>Lomatia</I> R.Br. [Proteaceae].
621=	2	Flower visiting record: <I>Persoonia</I> Sm. [Proteaceae].
621=	2	Flower visiting record: <I>Podolepis</I> Labill. [Asteraceae].
621=	2	Flower visiting record: <I>Pultenaea</I> Sm. [Fabaceae].
621=	2	Flower visiting record: <I>Scaevola</I> L. [Goodeniaceae].
621=	2	Flower visiting record: <I>Swainsona</I> Salisb. [Fabaceae].
621=	2	Flower visiting record: <I>Verticordia </I>D.C. [Myrtaceae].
621=	2	Flower visiting record: aster, <I>Eucalyptus</I> L'Hérit. [Myrtaceae].
621=	2	Flower visiting record: aster, <I>Leptospermum</I> Forster & G.Forster [Myrtaceae].
621=	2	Forest and woodland leaf litter.
621=	2	Form droving armies on surface at low tide.
621=	2	Forms rectangular lerps.
621=	2	Found amongst mats of the red algae <I>Corallina officianilis</I> in the littoral zone.
621=	2	Found attached to the branchial cavity wall of Filefish spp.
621=	2	Found in a saline pool, associated with hermit crabs.
621=	2	Found in a wide range of corals.
621=	2	Found in dead coral.
621=	2	Found in disturbed habitats.
621=	2	Found in moss.
621=	2	Found on leaves, weeds and stones.
621=	2	Found on weeds, leaves and roots.
621=	2	Found on weeds, roots and leaves.
621=	2	Found under stones.
621=	2	Free-living tadpole, anuriphagous.
621=	2	Free-living tadpole, breeds in swamps.
621=	2	From 4 m.
621=	2	From 80 m; to 250 m.
621=	2	From <I>Ac. calcicola</I>.
621=	2	From <I>Ac. masliniana</I>.
621=	2	From <I>Ac. ramulosa</I>.
621=	2	From <I>Posidonia</I> and <I>Halophila</I> seagrasses.
621=	2	From dead coral.
621=	2	From desert loam soils.
621=	2	From gorgonian host.
621=	2	From stones, surface to 2 m depth.
621=	2	Grasses.
621=	2	Green mud, to 522 m (see Lamprell & Healy 1998)
621=	2	Haematophagous on lizards.
621=	2	Holothurian commensal.
621=	2	Host <I>Drosera pallida</I> Lindley [Droseraceae], <I>Drosera erythrorhiza</I> Lindley [Droseraceae], possibly mixed feeder, cleptoparasite, associated with insectivorous plants.
621=	2	Host plant unknown.
621=	2	Host.
621=	2	In <I>Banksia </I>and <I>Hakea</I> flowers [Proteaceae].
621=	2	In <I>Boletus </I>sp.
621=	2	In <I>Dunatothrips</I> domiciles of glued <I>Acacia  </I>phyllodes.
621=	2	In <I>Macrozamia </I>male cones [Cycadaceae].
621=	2	In <I>Xanthorrhoea</I> sp.
621=	2	In a very wide range of vegetation types.
621=	2	In algae, seagrass and sand.
621=	2	In and under rotting logs.
621=	2	In ant nest.
621=	2	In billabongs and pools on mud, often associated with macrophytes and algae.
621=	2	In bore holes in coral, filter feeds on plankton.
621=	2	In colonies.
621=	2	In coral.
621=	2	In coralline turf.
621=	2	In grasses and sedges.
621=	2	In hanging bark strings.
621=	2	In houses.
621=	2	In leaf litter, possibly myrmecophilous.
621=	2	In moss and leaf litter.
621=	2	In moss/lichens.
621=	2	In native grasses.
621=	2	In old rotten fallen timber without bark, on underside in crevices and cracks, lowland rainforests.
621=	2	In rotting logs and leaf litter.
621=	2	In sand, in mud.
621=	2	In sclerophyllous understorey.
621=	2	In seagrass and fine sand.
621=	2	In solodic soil.
621=	2	In sponges.
621=	2	In stomach.
621=	2	In surf zone.
621=	2	Insectivore.
621=	2	Intertidal to 12 m depth.
621=	2	Intertidal to 30 m depth.
621=	2	Intertidal to 36 m.
621=	2	Intertidal waters.
621=	2	Intertidal zone.
621=	2	Intertidal, coral rubble.
621=	2	Introduced from USA as a biological control agent of <I>Opuntia </I>.
621=	2	Introduced plants include <I>Albizia lebbeck</I> (Mimosaceae), <I>Litchi chinensis</I> (Sapindaceae).
621=	2	Invertebrate associate (<I>Acropora</I>).
621=	2	Juveniles associated with jellyfish.
621=	2	Juveniles in seagrass beds.
621=	2	Juveniles mesopelagic.
621=	2	Juveniles often in near shore surface waters, adults probably benthopelagic.
621=	2	Lacertiphagous, ophiophagous, constrictor.
621=	2	Larva a leaf-miner. Larval foodplants: <I>Capparis arborea</I> (Brassicaceae) (Hoare 2000).
621=	2	Larva and pupa on pebbles on river bottom around 0.5 m underwater.
621=	2	Larva below water level.
621=	2	Larva boring in stem. Larval foodplant: <I>Casuarina</I> sp. (Casuarinaceae).
621=	2	Larva boring in stem. Larval foodplant: <I>Grevillea striata</I> (Proteaceae).
621=	2	Larva boring in stem. Larval foodplant: <I>Melaleuca leucadendra</I> (Myrtaceae).
621=	2	Larva constructs curved sand grain tube case.
621=	2	Larva found in hygropetric habitats.
621=	2	Larva in dead leaf litter. Larval foodplant: <I>Eucalyptus</I> sp. (Myrtaceae).
621=	2	Larva in flat, oval case in dead leaves. Larval foodplant: dead leaves of <I>Eucalyptus</I> sp. (Myrtaceae).
621=	2	Larva in shelter of rolled dead leaf or bark in leaf litter. Larval foodplant: dead leaves of <I>Eucalyptus</I> sp. (Myrtaceae).
621=	2	Larva in silk gallery in crevice. Larval foodplant: lichen.
621=	2	Larva in silken tube between tied green leaves. Larval foodplants: green leaves of <I>Eucalyptus</I> spp. (Myrtaceae).
621=	2	Larva is luminous, produces sticky snares.
621=	2	Larva major pest of sugar cane.
621=	2	Larva pest of pastures.
621=	2	Larva subterranean emerging from the soil to feed. Larval foodplants: probably fallen leaves (Common, 1990).
621=	2	Larva tying green leaves. Larval foodplant: green leaves of <I>Eucalyptus</I> sp. (Myrtaceae).
621=	2	Larvae and adults subterranean and burrowing, larvae humus/plant root-feeder, inquiline in termite galleries.
621=	2	Larvae beneath fallen timber.
621=	2	Larvae feed on brood pellets made from fallen leaves and flowers, adults flightless.
621=	2	Larvae grass leaf feeders.
621=	2	Larvae in colonies.
621=	2	Larvae in fallen eucalypt logs.
621=	2	Larvae in fallen timber.
621=	2	Larvae in rotting wood.
621=	2	Larvae in sandy soils along river banks.
621=	2	Larvae in wet, rotten logs.
621=	2	Larvae possibly associated with termites.
621=	2	Larvae possibly coprophagous.
621=	2	Larvae probably feed on rotting wood, humus or grass roots, strawberry pest.
621=	2	Larvae probably in sandy habitats.
621=	2	Larvae under solidified plant exudate.
621=	2	Larval food plant not recorded.
621=	2	Larval foodplant: <I>Eucalyptus</I> sp. (Myrtaceae).
621=	2	Larval foodplant: green leaves of <I>Melaleuca quinquenervia</I> (Myrtaceae).
621=	2	Leaf litter, forest.
621=	2	Littoral (0 to 30 m), algae from among roots at edge of red mangroves (<em>Rhizophora stylosa</em>), surface.
621=	2	Littoral (0 to 30 m), coral rubble.
621=	2	Littoral (0 to 30 m), epigean.
621=	2	Littoral (0 to 30 m), on brown bryozoans (<em>Scuticella plagiostoma, Orthoscuticella</em> sp., <em>Miniacina</em> sp. and <em>Iodictyum</em> sp.), 10 m depth.
621=	2	Littoral (0 to 30 m), suspension feeder.
621=	2	Littoral, algae.
621=	2	Littoral.
621=	2	Living on shells.
621=	2	Lower bathyal (1000 to 2000 m), 1840 m, sandy mud, fine shell bottom.
621=	2	Macroalgae.
621=	2	Male unknown, female apterous.
621=	2	Male winged, female apterous, occur in colonies in preformed chambers inside dead logs and stumps.
621=	2	Male wings full length, female wings abbreviated.
621=	2	Male with wings, female apterous.
621=	2	Males volant, females wingless
621=	2	Maternal care.
621=	2	Micropterous.
621=	2	Moss in splash zone of stream.
621=	2	Mosses and lichens on cool temperate rainforest tree trunks.
621=	2	Mud-nest*, prey larval Lepidoptera*.
621=	2	Muddy upper shoulder of steep creeks.
621=	2	Nest gregariously in soil, flower visiting record: <I>Leptospermum </I>J.R. & G. Forster [Myrtaceae].
621=	2	Nest in dead, dry stems, two or more adult females may be present in one nest, not all females lay eggs, all immature stages found in the communal chamber, larvae fed progressively.
621=	2	Nest in pre-existing holes in wood.
621=	2	Nest in soil, flower visiting record: <I>Eucalyptus</I> L'Hérit. [Myrtaceae].
621=	2	Nest in stems of <I>Lantana </I>L. [Verbenaceae].
621=	2	Normally found from 80–200 m, rarely in shallow water.
621=	2	Notophyll vine forest and microphyll vine forest.
621=	2	Nymph inhabits stony streams.
621=	2	Obligate cyanophyte symbionts.
621=	2	Obligate wood dweller.
621=	2	Offshore (Red Sea).
621=	2	Often associated with seagrass.
621=	2	On 'Eucalypts', see <FROGGATTW1923A> [vi].
621=	2	On <I>Amyema</I> spp. <I>ex</I>. <I>Eucalyptus </I>spp.; larvae often in colonies.
621=	2	On <I>Geijera parviflora </I>[Rutaceae].
621=	2	On blocks of dead coral.
621=	2	On dead leaves.
621=	2	On jetty piles.
621=	2	On leaves.
621=	2	On mats of the red algae <I>Laurencia</I>.
621=	2	On mats of vegetation.
621=	2	On mountain slopes.
621=	2	On orchids.
621=	2	On rocks and cobbles.
621=	2	On rocks or aquatic plants.
621=	2	On rocks under thin layer of sand.
621=	2	On sand dunes.
621=	2	On stony shores.
621=	2	On trunks and branches under web.
621=	2	On vegetation.
621=	2	Orchidaceae.
621=	2	Oviparous (part), viviparous (part).
621=	2	Parasite from domestic cats.
621=	2	Parasite from the oesophagus.
621=	2	Parasite from the small intestine.
621=	2	Parasite from the terminal bronchi.
621=	2	Parasitic on <I>Alpheus </I>spp. (Alpheidae).
621=	2	Parasitic on <I>Munida </I>spp. (Galatheidae).
621=	2	Parasitic on <I>Penaeus </I>spp. (Penaeidae).
621=	2	Parasitic on <I>Strongylura </I>spp. (Belonidae).
621=	2	Parasitic on alpheid shrimps.
621=	2	Parasitised by <I>Chrysochalcissa olivacea </I>Girault (Hymenoptera: Torymidae).
621=	2	Parthenogenetic.
621=	2	Pest of rice.
621=	2	Pest species.
621=	2	Polyphagous.
621=	2	Predominantly nocturnal.
621=	2	Preferred hosts marsupials.
621=	2	Preferred hosts murine rodents.
621=	2	Prey Auchenorrhyncha (Cicadidae).
621=	2	Prey Mantodea (praying mantids).
621=	2	Prey Orthoptera (Acrididae).
621=	2	Prey adult Coleoptera (Chrysomelidae).
621=	2	Prey adult Coleoptera (Scarabaeidae).
621=	2	Prey immature Psocoptera, nest in pre-existing holes in pithy plant stems.
621=	2	Prey spiders, nest built of mud in sheltered place.
621=	2	Rain forest, leaf litter.
621=	2	Randomly dispersed, opportunistic breeder, sexually dimorphic, general carnivore, presumably occurring in eucalypt forests and denser woodlands, but general biology still to be clarified.
621=	2	Randomly dispersed, seasonal breeder, general carnivore, permanently paired in rainforest and gallery vine forest, roosts arboreally by day in forest canopy, hunts by night in perch-and-pounce sallies through more open eucalypt and <I>Melaleuca </I>forest, nests on beds of decayed wood in high tree hollows, female alone broods.
621=	2	Randomly dispersed, seasonal breeder, general carnivore.
621=	2	Randomly dispersed, seasonal breeder, sexually dimorphic, feeds on ground on seeds in heaths and dense shrubberies, with or without overtopping sclerophyll forest, flies with even wing-beats, nests on or near ground in or under low bushes and trees, sedentary or wanders locally to seasonal food sources.
621=	2	Randomly dispersed, seasonal breeder/opportunistic breeder, sexually dimorphic, feeds mainly arboreally on fruit and seeds in and particularly on edges of rainforest and vine scrub and mesophyll forest galleries in eucalypt forest, nests in trees and tall bushes, wanders locally to seasonal flushes of food.
621=	2	Rare.
621=	2	Rarely inshore.
621=	2	Record dubious.
621=	2	Record from light, female unknown.
621=	2	Record from spinifex.
621=	2	Recorded from <I>Eucalyptus rupicola</I>, now a junior synonym of <I>E. cunninghamii</I>); forms round lerps.
621=	2	Records from rainforest and collected by Malaise trap.
621=	2	Restricted to coastal areas.
621=	2	Restricted to coastal low sclerophyll areas.
621=	2	Riverine lagoon.
621=	2	Riverine pool.
621=	2	Riverine, adults vagrant, larva unknown.
621=	2	Riverine, larva unknown.
621=	2	Rock pools.
621=	2	Rotting log.
621=	2	Rubble, 1–3 m depth.
621=	2	Sand swimming.
621=	2	Sand-bars.
621=	2	Sandy beaches.
621=	2	Sandy ocean beaches between tide marks.
621=	2	Sandy soil.
621=	2	Sclerophyllous understorey.
621=	2	Seagrasses.
621=	2	Seasonal breeder in lentic and lotic freshwater, free-living tadpole.
621=	2	Seasonal breeder, free-living tadpole, breeds in lentic freshwater.
621=	2	Seasonal breeder, in eucalypt and paperbark (<I>Melaleuca</I>) woodland and open forest, feeds mainly on seeds arboreally and on ground, rather solitary or in pairs, flies in shallow undulations bringing wings in to side of body, nests on bed of wood dust/debris in tree hollows, incubation by female, both sexes rear pale grey-downed, yellowish-billed chicks, wanders locally to seasonal food sources.
621=	2	Seasonal breeder, sexually dimorphic, in well-grassed eucalypt and paperbark (<I>Melaleuca</I>) woodland and open forest with termitaria, feeds almost exclusively on grass seeds on or near the ground, groups in pairs or small flocks, flies in shallow undulations bringing wings in to side of body, nests on bed of earth in excavated burrows in termitaria, incubation by female, both sexes rear pale grey-downed, yellowish-billed chicks, wanders locally or regionally to seasonal food sources.
