rank	count	Locality
2235=	1	Blackdown Tableland
2235=	1	Blackwater Conservation Park nr. Evans Head
2235=	1	Blue Mountains
2235=	1	Blue Mountains National Park, nr. Murphy's Fire Trail
2235=	1	Bluff Ra., Biggenden
2235=	1	Blundell's Creek, 3km E. Piccadilly Circus
2235=	1	Blythe River
2235=	1	Boambee
2235=	1	Boden, 11 km SE Oberfaren
2235=	1	Bogadjim [Stephansort], Astrolabe Bay
2235=	1	Boggomoss No 3 via Taroom
2235=	1	Bold Park
2235=	1	Bollon District
2235=	1	Bomberi
2235=	1	Bondi Beach
2235=	1	Boonjee, 13km ESE  Malanda
2235=	1	Boorabbin Rock
2235=	1	Boorabin Rock
2235=	1	Bootie Booti NP
2235=	1	Border Ranges National Park
2235=	1	Bordertown
2235=	1	Borroloola t'off, 18 km N by rd.
2235=	1	Botanic Gardens, Cairns
2235=	1	Botany
2235=	1	Box Flat, Ngarkat Conservation Park
2235=	1	Braemer State Forest, via Kogan
2235=	1	Brassall
2235=	1	Broome
2235=	1	Broomehill
2235=	1	Broulee
2235=	1	Brunswick Heads
2235=	1	Bucks Point
2235=	1	Buderim
2235=	1	Bullinina Dam, 45km NE Marree
2235=	1	Bullock Ck. Pt. Lookout Rd
2235=	1	Bulolo Gorge
2235=	1	Bulolo River
2235=	1	Bummaroo Bridge, Abercrombie Rge
2235=	1	Bundaberg Creek, Bundaberg
2235=	1	Bundeena
2235=	1	Bundoora
2235=	1	Bungabiddy Rockhole Walter James RA.
2235=	1	Bunya Mountains, south side, at foot, N of Toowoomba
2235=	1	Bunya Mts, Mowbullan
2235=	1	Burrup Conservation Reserve, Withnell Bay
2235=	1	Busselton, Bunbury Rd
2235=	1	Bust Me Gall Pass
2235=	1	Bwatnapne [Batnavni]
2235=	1	Byfield, near Yeppoon
2235=	1	Cabbage Tree Ck., 7 mi NW of Nelligen
2235=	1	Cairns, Cape York
2235=	1	Cairns, Hartleys Creek
2235=	1	Calbramatta
2235=	1	Caloundra
2235=	1	Cameron Highlands, nr Tanah Rata, junie trail 8
2235=	1	CameronsScrub, gully
2235=	1	Camooweal
2235=	1	Camp Hill
2235=	1	Canberra, Black Mt
2235=	1	Canoe Point E.P.
2235=	1	Canowindra
2235=	1	Canterbury
2235=	1	Cantral Prov., nr. Hobrom Bluff
2235=	1	Canungra Creek, 4 mi S of Canungra
2235=	1	Cap N'dua Lighthouse
2235=	1	Cape Cleveland Rd
2235=	1	Cape Otway
2235=	1	Cape Tribulation
2235=	1	Cape Tribulation R3
2235=	1	Cape Tribulation transect
2235=	1	Cape York Peninsula, Heathlands homestead
2235=	1	Cape York Peninsula: Portland Road, Aylen Hills
2235=	1	Capel River
2235=	1	Caranbirini Waterhole, 33km SW of Borroloola
2235=	1	Carappee Hill, Eyre Peninsula
2235=	1	Cardstone
2235=	1	Caree
2235=	1	Carnarvon
2235=	1	Carnarvon Gorge
2235=	1	Carnarvon Gorge National Park, Bulimba Bluff
2235=	1	Carnarvon Range, 140 miles N. of Wiluna
2235=	1	Caroline Forest, Snow Gum Reserve
2235=	1	Carson Escarpment
2235=	1	Cascade Creek, Royal National Park
2235=	1	Casula
2235=	1	Cedar Creek, [near] Mt. Tambourine
2235=	1	Central Australia, Capt S
2235=	1	Central Catchment Nature Reserve, Dunan Loop &#40;off Rifle Range Rd&#41;
2235=	1	Central Districts
2235=	1	Chambers Gorge
2235=	1	Charles Darwin Reserve, 6.4 km E of Breakaway Well
2235=	1	Charles Darwin Reserve, N of Wanarra East Rd
2235=	1	Charles Darwin Reserve, NE Gate
2235=	1	Charles Darwin Reserve, Wanarra East Rd, at Breakaway Well
2235=	1	Charles Darwin Reserve, ca. 2 km E of Granite Bore
2235=	1	Charters Towers
2235=	1	Chawang Co.
2235=	1	Chelsea Road Bushlands Reserve
2235=	1	Chillagoe
2235=	1	Chinchilla
2235=	1	Chinchilla, Charley's Ck
2235=	1	Ciu
2235=	1	Clarendon
2235=	1	Claudie R. near Iron Range airport
2235=	1	Cloncurry-Julia Creek
2235=	1	Cobar
2235=	1	Cobungra
2235=	1	Cockatoo
2235=	1	Col d'Amieu, Canala Rd, 5 km E of pass
2235=	1	Col d'Amieu, west slope
2235=	1	Coleambally Irrigation Area
2235=	1	Colong Dist., nr. Yerranderie
2235=	1	Colonia, Ponape Is.
2235=	1	Comboyne
2235=	1	Concord West
2235=	1	Condamine River, 10km wsw Dalby
2235=	1	Connaught Bridge
2235=	1	Connexion Island, Groote Eylandt
2235=	1	Cook
2235=	1	Cooloola
2235=	1	Cooloola N.P., 8km along road to Pooma Lake
2235=	1	Cooloola National Park &#40;Great Sandy National Park&#41;, via Camp Milo
2235=	1	Cooran Tablelands
2235=	1	Copper Creek, 19 km by S of Mt. Borradaile
2235=	1	Corinda
2235=	1	Cotabato
2235=	1	Cotter Dam
2235=	1	Coward &#40;Mound&#41; Spring
2235=	1	Cradle Mountain-Lake St. Clair National Park, Lake St. Clair
2235=	1	Crediton Creek, near Eungella
2235=	1	Credo Station, Credo Station Reserve NE
2235=	1	Credo Station, Davyshurst Cemetery
2235=	1	Credo Station, W of Bluebell Hill Dam
2235=	1	Credo Station, track between Charlie Dam and Easter Dam
2235=	1	Credo Station, track off Coolgardie Nth rd
2235=	1	Creel-Sawpit Creek; Snowy Mts.
2235=	1	Croll Ck. 19 km N of Coen
2235=	1	Culgoa Floodplain NP, 7km NW Toulby Gate &#40;TOLB7M&#41;.
2235=	1	Culoul Range
2235=	1	Cunningham's Cap
2235=	1	Cunningham's Gap
2235=	1	Cunninghams Gap
2235=	1	Curtain Fig, 2 km SSW of Yungaburra, Atherton Tableland
2235=	1	Cutta Cutta
2235=	1	Dala, Malatia
2235=	1	Dalmorton
2235=	1	Daly River / Browns Ck junction, sandpit area
2235=	1	Daly Waters
2235=	1	Danbulla Scientific Reserve
2235=	1	Dandahra cr. Gwdir Hwy
2235=	1	Daradae Plain, 80 km N to Port Moresby
2235=	1	Darling Ranges
2235=	1	Darling River, 1.5km S of 'Trilby' Stn homestead
2235=	1	Darwin, East Arm
2235=	1	Darwin, East Point Reserve
2235=	1	Darwin, Nightcliff
2235=	1	Davenport Stoney Rise
2235=	1	Dawsons Spring, Mt. Kaputar NP
2235=	1	De Grey, E of Port Hedland
2235=	1	Deep Creek Cons. Pk.
2235=	1	Delegate
2235=	1	Denamrk
2235=	1	Deniliquin
2235=	1	Deniliquin, 400 km W Canberra
2235=	1	Denmark
2235=	1	Devonport, town greenbelt
2235=	1	Dewel Cove, North of Augusta
2235=	1	Dharug National Park
2235=	1	Dimboola
2235=	1	Dobuilevu
2235=	1	Dorrigo National Park, via Dorrigo
2235=	1	Dorrigo National Park,Crystal Falls track
2235=	1	Dudley Conservation Park
2235=	1	Dumbea valley
2235=	1	Dumoga-Bone N.P., Plot A, Fog 19
2235=	1	Dumoga-Bone National Park, Sites 10 &#38; 11, Tumpah Transect
2235=	1	Dumoga-Bone National Park, Toraut forest
2235=	1	Dunmarra - Renner Springs
2235=	1	East Alligator Crossing
2235=	1	East Alligator River, Kakadu Park
2235=	1	East Woodmillar
2235=	1	Edie Creek, Wau
2235=	1	Edward's Creek
2235=	1	Eidsvold
2235=	1	Einasleigh River 33km w Mt. Surprise
2235=	1	Ekaterina Bay
2235=	1	Ellenborough Falls, N of Wingham
2235=	1	Elsey Ck., 19km SSE of Mataranka
2235=	1	Emerald Creek at Emerald Creek Falls car park
2235=	1	Endeavour R. &#40;Covacevich&#41;
2235=	1	Endrick River, on Nerriga - Nowra Rd
2235=	1	Enoggera
2235=	1	Eradu [Eradu Siding]
2235=	1	Erima
2235=	1	Eringunda Valley, Flinders Ranges
2235=	1	Erromango Is, Happy Land
2235=	1	Erskine Falls, Lorne
2235=	1	Etna Bay, Irian jaya
2235=	1	Eungai
2235=	1	Everard Ranges, 3 km W of Mount Illbillee
2235=	1	Eylandt
2235=	1	Eyre Peninsula, 71 km S of Whyalla
2235=	1	Eyre Peninsula, E side Marble Range
2235=	1	Eyre Peninsula, Mt. Greenly
2235=	1	Falkland on road to Gloucestor Tops
2235=	1	Fauna Reserve Tidbindilla
2235=	1	Ferguson R, X-ing, Stuart Hwy
2235=	1	Ferries-MacDonald Nat. Pk.
2235=	1	Fingal, Tweed District
2235=	1	Finisterre Mts., Budemu, Stn. No. 51
2235=	1	Finisterre Range
2235=	1	Finniss River, Threeways
2235=	1	Finschhafen
2235=	1	Flemington
2235=	1	Flinders Chase National Park, 4 km W of Rocky River
2235=	1	Flinders Chase Natl. Park., Rocky Riv.,
2235=	1	Flinders Chs Ravine des Casoars
2235=	1	Flinders Island
2235=	1	Flinders Range
2235=	1	Flinders Range, Moro Gorge
2235=	1	Flinders Ranges, Mawson Plateau
2235=	1	Flora Valley Station
2235=	1	Forest Station, Bulburin State Forest via Many Peaks
2235=	1	Forestry Rd 8-15 mls from Highway. Ingham to Townsville. N.Qld
2235=	1	Forestry Rd. 30 mls. S-Wd. Ingham
2235=	1	Foret Nord, site 2
2235=	1	Forty Mile Scrub
2235=	1	Freshwater, Cairns
2235=	1	Gadgarra Rd, 5km E Lake Eacham
2235=	1	Gap Creek, 5 mi. N of Bloomfield River
2235=	1	Gap Creek, Forest Park
2235=	1	Garfield Vic. C.J.R.J.
2235=	1	Garradunga
2235=	1	Gazelle Pen. Mt. Sinewit
2235=	1	Gazelle Penin.: Burit &#35;2
2235=	1	Geebung, Munmorah S. R. A. near Newcastle
2235=	1	Geeveston, 7km WNW
2235=	1	Gelullai Island
2235=	1	George Town
2235=	1	Georup; lot 101 Gelorup Rise
2235=	1	Giles Creek &#40;Wattie Creek&#41;, 7 km N of Wave Hill Police Stn
2235=	1	Gilgandra Rotary Caravan Park
2235=	1	Gilles Hwy, 6 mi E of Lake Barrine
2235=	1	Gimbat Station
2235=	1	Gin Gin
2235=	1	Gingoog
2235=	1	Gisborne
2235=	1	Glamorgan
2235=	1	Glen Aplin
2235=	1	Glen Innes
2235=	1	Glen Wills
2235=	1	Glenelg River, 4 mi NNE of Nelson
2235=	1	Glenfield
2235=	1	Glenugie Peak, 20 km SE Grafton
2235=	1	Glod Ck Reservoir, site 1
2235=	1	Gnalta Stn nr Broken Hill
2235=	1	Gnshot Ck, Cape York Pen. N. Qld
2235=	1	Gogango
2235=	1	Gold Ridge-Suta &#40;Jonapau&#41;
2235=	1	Gombak [Ulu Gombak]
2235=	1	Gomen
2235=	1	Goodwood, Isis Shire
2235=	1	Gooseberry Hill National Park
2235=	1	Gooseberry Hill, 19km E of Perth
2235=	1	Gordon Creek area, Claudie River District
2235=	1	Goroka
2235=	1	Goulburn River, near Baerami
2235=	1	Gove Peninsula
2235=	1	Grampians
2235=	1	Great Island
2235=	1	Great Northern Highway, 5km N of Munjina-Wittenoom Rd intersection, 3.5km W of rd
2235=	1	Great Vic. Desert vehicle net bet. 183 - 217 km S Vokes Hill Cnr
2235=	1	Great Vic. Desert. 25 km W Vokes Hill Cnr.
2235=	1	Great Vict. Desert, Vehicle net 0-60km S Vokes Hill Corner
2235=	1	Great Vict. Desert. 157km N Cook
2235=	1	Great Vict. Desert. vehicle net bet. 145-165 km N. Cook
2235=	1	Great Victorian Desert 144km N. Cook
2235=	1	Great Victorian Desert, 145 km N of Cook
2235=	1	Green hill Rd
2235=	1	Greenacres estate nr. Queanbeyan
2235=	1	Greenough
2235=	1	Greenwood &#40;Perth&#41;
2235=	1	Gregory National Park, Roderick Creek
2235=	1	Grey River Crossing, Otway Ranges
2235=	1	Grilambone Rd., 5.4 km S of junction with Monkey Bridge
2235=	1	Gubberamunda SF, site 1
2235=	1	Guega, W. of Swart Valley
2235=	1	Guildford
2235=	1	Gurgeena Plateau
2235=	1	Gympie
2235=	1	Hale Nat. Pk., Mt. Lofty Ra
2235=	1	Hallett Cove, 18km SW of Adelaide
2235=	1	Hamelin Pool, Shark bay
2235=	1	Hamersley-Mt. Bruce Rd. 55km W of Mt Bruce, 4km SW along track next to pipeline
2235=	1	Hammersley Gorge, upstream
2235=	1	Hanging Rock
2235=	1	Hann Tableland Radar Station
2235=	1	Hann Tableland, 13km WNW of Mareeba
2235=	1	Hann Tbld. &#40;Nth End&#41;
2235=	1	Harvey
2235=	1	Hat Head National Park, McGuigans Crossing
2235=	1	Heathlands
2235=	1	Heifer Creek
2235=	1	Helen Springs Homestead
2235=	1	Helena Valley
2235=	1	Hellyer Gorge 15m. N. of Waratah
2235=	1	Herbert Road, QNC camp
2235=	1	Herberton, Evelyn Tableland
2235=	1	Hibbard
2235=	1	Hibberd Point, Weipa
2235=	1	Hill End
2235=	1	Hiltaba: 2km S of Trump Dam
2235=	1	Hindmarsh Falls
2235=	1	Hito, Amboinae
2235=	1	Hollandia Area W. Sentani, Cyclops Mts.
2235=	1	Holliday Bay, 50 km NE Mackay
2235=	1	Holmes Jungle, nr. Darwin
2235=	1	Home Hill
2235=	1	Hookey Waterhole, 5 km S of Oodnadatta
2235=	1	Horn Is., Torres Strait Islands
2235=	1	Horn Islet, Pellew Group
2235=	1	Horricks Beach
2235=	1	Houailou
2235=	1	Howard Springs
2235=	1	Howes Valley
2235=	1	Humbug Hill, nr. Binalong Bay
2235=	1	Huon Peninsula, Moigisung
2235=	1	Ifaluk
2235=	1	Ifould Lake Crossing, N Colona Stn, W Coast of S Aust.
2235=	1	Iligan, Mindanao
2235=	1	Ilu Farm, Nr Nalimbu R.
2235=	1	Iluka
2235=	1	Imbil State Forest
2235=	1	Interior Zone, 16 km NE of Tenom Agricult. Res. Station, Resthouse
2235=	1	Inverell
2235=	1	Inverloch
2235=	1	Island of Basilan Baker
2235=	1	James Ranges
2235=	1	Java
2235=	1	Jct of Arltunga Stn Rd and Ruby Gorge Rd
2235=	1	Jersey &#40;Mound&#41; Springs 9km NW Cowards Springs R. S.
2235=	1	Jervis Bay
2235=	1	Jim Jim Falls area
2235=	1	Jitarning
2235=	1	Julatten, N. Q.
2235=	1	Julimar Forest, Toodyay
2235=	1	Juna Downs Station, Juna Downs Rd to Packsaddle Bore, approx 20km E of homestead
2235=	1	Junction of Arnhem Hwy &#38; Oenpelli Rd
2235=	1	Junction of Goldmine and Davies creeks., Kuranda - Mareeba Rd
2235=	1	Kakadu NP, S. Alligator River, Gungaree Rainforest
2235=	1	Kakadu National Park, Nourlangie Camp
2235=	1	Kakas, Celebes [Sulawesi Island]
2235=	1	KalTim, Pasir G., 2km E Rantaulayung
2235=	1	Kalbarri National Park
2235=	1	Kalbarri National Park, 15 km E of Kalbarri
2235=	1	Kalbarri National Park, 54 miles N of Northampton
2235=	1	Kalgoorlie
2235=	1	Kampong Tekek
2235=	1	Kangaroo Island, Timber Creek Rd
2235=	1	Karara, John Forrest Lookout
2235=	1	Karara, on Emu Fence, N of Mungada Rd
2235=	1	Karara, small granite dome N of Emu Fence on track to Corner Well
2235=	1	Karragullen
2235=	1	Karratha, track to beach off Searigger Rd just past Maitland Rd toff
2235=	1	Katanning
2235=	1	Kathleen Valley
2235=	1	Katoomba
2235=	1	Kelly Hill Caves Conservation Park, camping area
2235=	1	Kenam-Lokon Plnt
2235=	1	Kenilworth State Forest
2235=	1	Kenmore
2235=	1	Kennedy Lakes via North QLD. 1 km along Elbow Crk Rd.
2235=	1	Kenwick, 14km SE of Perth
2235=	1	Kepong, in forest
2235=	1	Keravat nr Rabaut
2235=	1	Kerawat, Gazelle Peninsula
2235=	1	Ketchowla Station, E of Hallett
2235=	1	Kiam Base, N of Kinabalu
2235=	1	Kihili
2235=	1	Kilcoy
2235=	1	Killara
2235=	1	Kimberley Dist., 236 km ESE of Fitzroy Crossing on Great Northern Hiway
2235=	1	Kimberley Dist., Dampier Peninsula, 12.9 km W of Cape Leveque Rd
2235=	1	Kimberley Dist., Dampier Peninsula, Barred Ck
2235=	1	Kimberley Dist., Dampier Peninsula, road to Bunda Bunda Mill, W of Cape Leveque Rd
2235=	1	Kimberley Dist., Mitchell Plateau, Warrender Rd, 7 km NW of jct of Kalumburu Rd
2235=	1	Kimberley Dist., Windjana Gorge National Park
2235=	1	Kimberley Region, Great Northern Hwy, 52km N of Turkey Ck
2235=	1	King George's Sound
2235=	1	Kingaroy
2235=	1	Kirrama Range, Douglas Ck Rd
2235=	1	Kirrama Range, Douglas Creek Rd.
2235=	1	Klem Butte, Efate Is, New Hebrides
2235=	1	Knobs Lagoon, 30 mi. NW of Doomadgee Mission
2235=	1	Kobble Creek
2235=	1	Kolambugan
2235=	1	Komba
2235=	1	Konargo, 35 km NW of Deniliquin
2235=	1	Koonamore, near hut
2235=	1	Koondali Circuit, Bunya Mts. N.P.
2235=	1	Koongarra 15 km E of Mt. Cahill
2235=	1	Koroba, 40km W of Tari
2235=	1	Kotabumi [Kotaboemi]
2235=	1	Koumac Caves
2235=	1	Kowhai Bush
2235=	1	Krain....? label hard to read
2235=	1	Ku-ring-gai Chase NP nr Terry Hills
2235=	1	Kuala Belalong Field Studies Center
2235=	1	Kuitpo
2235=	1	Kukum nr. Honiara
2235=	1	Kulima
2235=	1	Kulumadau Hill Mar.
2235=	1	Kunkulla Station, Gregory River
2235=	1	Kuranda Range State Forest, Black Mtn. Road, N. Qld
2235=	1	Kurrajong Heights
2235=	1	Kurtonitj Homestead, Lake Condah Mission
2235=	1	Kurtonitj IPA
2235=	1	Kusate Hill 541
2235=	1	La Coulee
2235=	1	Lae
2235=	1	Lae at head of Huon Gulf near mouth of Markham River, camp &#35;1
2235=	1	Lake Albacutya near Rainbow
2235=	1	Lake Albert 5km from Meningie
2235=	1	Lake Arragan Yuraygir National Park, E. of Maclean
2235=	1	Lake Barrine National Park, Lake Barrine
2235=	1	Lake Broadwater
2235=	1	Lake Cootapatamba, Snowy Mountains
2235=	1	Lake Eacham [Crater Lakes] NP
2235=	1	Lake Leake
2235=	1	Lake Mala &#40;Mooat&#41;, East of Kotamobagu
2235=	1	Lake Margaret
2235=	1	Lake Placid, near Cairns
2235=	1	Lake St Clair NP, St Clair Rd North
2235=	1	Lake St Claire &#40;LSC&#41; Beehive Canal South
2235=	1	Lami
2235=	1	Lamington Plateau
2235=	1	Lamotrek Is., Lamotrek Atoll
2235=	1	Lancewood Site nr. Frewena
2235=	1	Lankelly
2235=	1	Lasseter's Cave
2235=	1	Lawson, Blue Mountains
2235=	1	Lee's Spring, Brindabella Ra.
2235=	1	Lenggong
2235=	1	Leura
2235=	1	Levers Plateau, Border Ranges NP
2235=	1	Lewiston Reserve, nr. Two Wells
2235=	1	Lewvuka
2235=	1	Lifou Is.
2235=	1	Lifou Island
2235=	1	Lightning Ridge
2235=	1	Lindfield
2235=	1	Little Boat Harbour, Dillon Bay
2235=	1	Little Cedar Creek, Mt. Spec N. F. [Little Crystal Creek, Mount Spec National Park, nr Paluma]
2235=	1	Little Crystal Creek, nr Crystal Creek Campground
2235=	1	Little Desert National Park, Horseshoe Bend
2235=	1	Liverpool
2235=	1	Logues Springs, 102 km SE by E. Broome, W.A.
2235=	1	Loisiade Archipelago: Yela Island: South Slopes of Mt. Rossel, Camp &#35;13
2235=	1	Lombok Isalnd, Senaru
2235=	1	London Foundation Kioloa
2235=	1	Long Pocket, Brisbane River
2235=	1	Longreach
2235=	1	Loounapkaukangeus
2235=	1	Lorien", approx. 1 km NNW of Lansdowne via Taree
2235=	1	Lorna Glen Station
2235=	1	Lotus Creek
2235=	1	Lucindale
2235=	1	Ludmilla Creek nr. Darwin
2235=	1	Luganville
2235=	1	Lunga R
2235=	1	Lynd River, nr. Gamboola
2235=	1	MacDonnell Ranges, Serpentine Gorge
2235=	1	Macdonnell Downs, C. Australia
2235=	1	Mackenzie River Fitzroy Developmental Road
2235=	1	Magafin Village PTN, near Dagua, Sepik Distr.
2235=	1	Mahogany Forest, Mt. Moffatt National Park, Central Qld
2235=	1	Mainit Riv., Mt Apo, Mindanao
2235=	1	Mairali
2235=	1	Makarangka Stn., 15 mi E of Morgan &#40;River Murray&#41;
2235=	1	Malem [Kusaie, Caroline Isls.]
2235=	1	Mallee Scrub E. of Tailem Bend
2235=	1	Mandiga
2235=	1	Manga
2235=	1	Maningrida
2235=	1	Manjimup
2235=	1	Marandoo Camp
2235=	1	Margate Tasmania
2235=	1	Mark Oliphant Conservation Park &#40;formerly Loftia Park&#41;, Lofty Ranges
2235=	1	Marree
2235=	1	McAfee's Lookout
2235=	1	McDermid Rock
2235=	1	McLeod R. 14km W by N of Mt. Carbine
2235=	1	McPhersons Range, near Leeton
2235=	1	Me Jejehari
2235=	1	Medan
2235=	1	Meerberrie HS Area
2235=	1	Melaka Botanical Garden
2235=	1	Melaka [Malacca]
2235=	1	Melba Gully, Otawy Ra
2235=	1	Melbourne
2235=	1	Merirai Valley nr. Kapit
2235=	1	Mermerna 33 km N of Hawker
2235=	1	Middle Ridge
2235=	1	Middleback Str. via Whyalla
2235=	1	Millaa Millaa
2235=	1	Millstream National Park, Pipeline Rd
2235=	1	Millstream-Chichester NP, Deep Reach picnic area
2235=	1	Minj
2235=	1	Minnamurra Falls nr Kiama
2235=	1	Minnie Downs, NE corner of S.A.
2235=	1	Minto, SW of Sydney
2235=	1	Minyon Falls, Whian Whian State Forest near Lismore
2235=	1	Mitcham
2235=	1	Mitchell District
2235=	1	Mitchell Gully, 2 mi E of Cunningham's Gap
2235=	1	Mitta River, Dartmouth Survey
2235=	1	Moa Island, Torres Strait
2235=	1	Mogumber
2235=	1	Moikisung
2235=	1	Monga State Forest, River Rd
2235=	1	Mono Is.
2235=	1	Montecollina Bore
2235=	1	Montmorency
2235=	1	Monto, 25 Km N.
2235=	1	Mooney Mooney Ck, nr. Gosford
2235=	1	Moorine Rock
2235=	1	Morawa
2235=	1	Moreton Island
2235=	1	Morgan Falls
2235=	1	Morning Island
2235=	1	Mornington Island Mission
2235=	1	Morobe Dist., Ulap
2235=	1	Mosman
2235=	1	Mossman Bluff Track, 8km W Mossman
2235=	1	Mossman Bluff Track,5-10km W Mossman&#40;Site 3&#41;
2235=	1	Mossman Bluff,2km ESE,9km W Mossman
2235=	1	Mount Bluffkin, 7 km NNE on road
2235=	1	Mount Gillifitz
2235=	1	Mount Isa
2235=	1	Mount Jamberoo
2235=	1	Mount Kaputar
2235=	1	Mount Koghi
2235=	1	Mount Matade, Colonia [Yaptown]
2235=	1	Mount Moffatt NP, West Branch camp
2235=	1	Mount Remarkable National Park Alligator Gorge
2235=	1	Mount Rossel
2235=	1	Mount Webb
2235=	1	Mountain Ash Forest, Dead Horse Gap, Kosciusko NP
2235=	1	Moura area
2235=	1	Mt Abbot,summit shoulder
2235=	1	Mt Abbot,top camp
2235=	1	Mt Bartle Frere campsite
2235=	1	Mt Bartle-Frere Centre Peak Ridge
2235=	1	Mt Bold Reservoir 6.2km WSW Echunga
2235=	1	Mt Boolbun Sth
2235=	1	Mt Cooke
2235=	1	Mt Drummer, via Cann River
2235=	1	Mt Finnigan, 37km S Cooktown
2235=	1	Mt Fisher, summit
2235=	1	Mt Fisher,7km SW Millaa Millaa,Whiteing Rd
2235=	1	Mt Hemmant, 6km SW Cape Tribulation
2235=	1	Mt Lewis Road, 29 km from Highway
2235=	1	Mt Lowe, 8 km W
2235=	1	Mt Malloy-Mossman Rd
2235=	1	Mt Mee SF
2235=	1	Mt Meharry summit
2235=	1	Mt Nok &#40;Noek&#41;, Waigeu Camp 1
2235=	1	Mt Spurgeon
2235=	1	Mt Spurgeon, 7km N
2235=	1	Mt Williams 0.5km NW
2235=	1	Mt Williams summit
2235=	1	Mt Wilson, Blue Mtns
2235=	1	Mt. Ambang NR, Kotamobagu, 20 km E of /
2235=	1	Mt. Cook, Canterbury Prov
2235=	1	Mt. Coree
2235=	1	Mt. Dalrymple road, Eungella
2235=	1	Mt. Difficult Range, Grampians
2235=	1	Mt. Donna Buang, via Healeville
2235=	1	Mt. Dromedary, nr. Narooma
2235=	1	Mt. Fisher, 7km SE Millaa Millaa
2235=	1	Mt. Gambier
2235=	1	Mt. Gower, North face.
2235=	1	Mt. Halifax Summit Ridge, 45 km WNW Townsville
2235=	1	Mt. Kupwuriso, Ponape I.: N slope
2235=	1	Mt. Lamington
2235=	1	Mt. Lewis via Julatten
2235=	1	Mt. Lindesay
2235=	1	Mt. Marsh SF. NW of Grafton, trib of Barretts Ck
2235=	1	Mt. Michael
2235=	1	Mt. Otto
2235=	1	Mt. Panie
2235=	1	Mt. Pollux, SW base, site 2
2235=	1	Mt. Pomalihi 21 km West of Gingoog City
2235=	1	Mt. Ragged
2235=	1	Mt. Rescue National Park, near Keith
2235=	1	Mt. Romilly
2235=	1	Mt. Rui, west slopes, 250-350., Camp 10
2235=	1	Mt. Sabine, Otway Range
2235=	1	Mt. Scopus
2235=	1	Mt. Serle
2235=	1	Mt. Spec
2235=	1	Mt. Stilwell, Kosciusko Massif
2235=	1	Mt. Talinis [Mt. Talinas]
2235=	1	Mt. Tambusisi
2235=	1	Mt. Tingaringy
2235=	1	Mt. Tree
2235=	1	Mt. Victoria, trail from Navai
2235=	1	Mt. Webb National Park
2235=	1	Mt. William, Grampian Ranges
2235=	1	Mts Koghis
2235=	1	Mts. between Agamoia and Aiuluai, Fergusson Isl., No. 4
2235=	1	Muara Sako
2235=	1	Mullewa
2235=	1	Muloorina H. S. N of Marree
2235=	1	Mundaring Catchment
2235=	1	Murat Bay
2235=	1	Murrumbateman
2235=	1	Murwillumbah
2235=	1	Musgrave Ra. NG01 10 km NNE Mt. Woodroofe
2235=	1	Musgrave Ra. NG03, 7 km NE Mt Woodroofe
2235=	1	Mussel Pool, 7 Km NW of midland
2235=	1	Musselbrook Res. nr ranger quarters
2235=	1	Myall Lakes National Park, Paperbark Flat, Big Gibber
2235=	1	N camp Beagle, 45km N of Aurukun
2235=	1	N. Eyre Pen Mt. Sturt nr salt lake
2235=	1	N. Hebrides
2235=	1	N.T. 3mi S of Ellerys Creek Waterhole
2235=	1	NE Finisterre Range Saidor: Aiyawa
2235=	1	NE Lae, Si guawa R.
2235=	1	NE Laiagam
2235=	1	NE Morobe District, Mt Kaindi
2235=	1	NE Sumatra, Kwala Limpang [Aceh Tamiang]
2235=	1	NE Wau, Big Wau Ck
2235=	1	NE Wau, Morobe District, Mt. Missim
2235=	1	NE foot of Mt. Bruce
2235=	1	Nabiac, 4km SW
2235=	1	Nabire, S. Geelvink Bay, 20 - 50 m.
2235=	1	Nabire, S. Geelvink Bay, 5 - 50 m.
2235=	1	Nadarivatu
2235=	1	Nadarivatu, Viti Levu Island
2235=	1	Nadzab
2235=	1	Nagalau
2235=	1	Nallan Stn-cue
2235=	1	Nama Is.
2235=	1	Nambour
2235=	1	Namie Creek
2235=	1	Nandarivatu, Viti Levu Is
2235=	1	Nanga Pelagus
2235=	1	Nanga Pelagus nr Kapit
2235=	1	Nantowarpunna WH. 26km NE Marree
2235=	1	Nanutarra-Wittenoom Rd, 1.7km N of Hamersley Rd. toff
2235=	1	Naracoorte
2235=	1	Naraiyawa
2235=	1	Narian, No. 8
2235=	1	National Park, Belair
2235=	1	Navolou
2235=	1	Near Guthega, Kosciusko State Park
2235=	1	Near Mangrove Mt., Hawkesbury District
2235=	1	Nelson Bay
2235=	1	Nenguag, Asaro-Chimbu
2235=	1	Newby's Lane, Lansdowne
2235=	1	Newcastle Range
2235=	1	Newell Beach &#40;N of Mossman&#41;
2235=	1	Ngarket CP vehicle net. bet. Bucks camp well and Box Flat
2235=	1	Nicobar Islands
2235=	1	Nif - Guilifez
2235=	1	No name Fire Trail, Buckenbowra State Forest
2235=	1	No. 11, Arau, Kratke Mountains, Valley of the upper Wanton River
2235=	1	No. 7, Kotuni, south slopes Mt. Otto
2235=	1	Nongkojajar[Nongkodjadjar]
2235=	1	Nooltana Creek 13km NW by N of Hawker
2235=	1	Normanhurst
2235=	1	North Bay, Lord Howe Island
2235=	1	North Beach
2235=	1	North of Mabel Creek
