rank	count	N_QUALIFICATION
1065=	1	larvae also occurring in <i>Backhousia sciadophora</i>, <i>Syzygium floribundum</i> and <i>S. smithii</i> [MYRTACEAE]
1065=	1	larvae also occurring in <i>Baeckea frutescens</i>, <i>Eucalyptus albens</i>, <i>E. moluccana</i> and egg-laying recorded in <i>E. calophylla</i> [MYRTACEAE]
1065=	1	larvae also occurring in <i>Banksia marginata</i>, <i>B. serrata</i> and other undetermined <i>Banksia</i> spp.
1065=	1	larvae also occurring in <i>Callitris endlicheri, C. verrucosa, Callitris</i> spp., <i>Cupressus macrocarpa, Cupressus</i> spp. [CUPRESSACEAE] and <i>Acacia doratoxylon</i> [FABACEAE]
1065=	1	larvae also occurring in <i>Ceratopetalum apetalum</i>, <i>Schizomeria ovata</i> [CUNONIACEAE] & <i>Sloanea woollsii</i> [ELAEOCARPACEAE]
1065=	1	larvae also occurring in <i>Ceratopetalum gummiferum</i> [CUNONIACEAE], <i>Eucalyptus crebra, Kunzea ambigua and Rhodomyrtus psidioides</i> and [MYRTACEAE]
1065=	1	larvae also occurring in <i>Cyclophyllum multiflorum</i> [RUBIACEAE], <i>Guioa lasioneura</i> and <i>Sarcopteryx reticulata</i> [SAPINDACEAE]
1065=	1	larvae also occurring in <i>Doryphora sassafras</i> [ATHEROSPERMATACEAE], <i>Ceratopetalum apetalum</i> [CUNONIACEAE] <i>Nothofagus moorei</i> [FAGACEAE] and <i>Pinus radiata</i> [PINACEAE]; adults recorded as emerging ex. <i>Ceratopetalum apetalum</i> [CUNONIACEAE]
1065=	1	larvae also occurring in <i>E. punctata</i>, <i>E. tereticornis</i> & other undetermined <i>Eucalyptus</i> sp.
1065=	1	larvae also occurring in <i>Eucalyptus foecunda, E. gracilis, E. oleosa, E.  uncinata</i>, other undetermined <i>Eucalyptus</i> sp. & <i>Melaleuca uncinata</i> [MYRTACEAE]
1065=	1	larvae also occurring in <i>Eucalyptus rudis</i> [MYRTACEAE]
1065=	1	larvae also occurring in <i>Jacksonia scoparia, Oxylobium aciculiferum</i> and <i>Viminaria juncea</i> [FABACEAE]
1065=	1	larvae also occurring in <i>Jacksonia scoparia</i> [FABACEAE]
1065=	1	larvae also occurring in <i>Mangifera indica</i> [ANACARDIACEAE] and  <i>Delonix regia</i> [FABACEAE]
1065=	1	larvae also occurring in <i>Muellerina eucalyptoides</i> [Loranthaceae], other undetermined <i>Angophora</i> spp., <i>Eucalyptus</i> spp., <i>Leptospermum polygalifolium</i> and <i>L. flavescens</i> [MYRTACEAE]
1065=	1	larvae also occurring in <i>Terminalia petiolaris</i> and <i>Acacia bidwillii</i> [FABACEAE]
1065=	1	larvae also occurring in Corymbia polycarpa [MYRTACEAE]
1065=	1	larvae also occurring in galls of <i>Dillwynia glaberrima, D. retorta, Pultenaea blakelyi</i> and <i>P. flexilis</i> [FABACEAE]
1065=	1	larvae also occurring in galls of <i>Dillwynia retorta</i> [FABACEAE]
1065=	1	larvae also occurring in galls of <i>Pultenaea flexilis</i> and <i>P. stipularis</i> [FABACEAE]
1065=	1	larvae also occurring in other undetermined <i>Acacia</i> sp. [FABACEAE]
1065=	1	larvae also occurring in other undetermined <i>Agonis</i> sp.
1065=	1	larvae also occurring in undetermined <i>Leptospermum</i> spp. and <i>Melaleuca</i> spp. [MYRTACEAE]
1065=	1	larvae also recorded from <i>Eucalyptus tindaliae</i>
1065=	1	larvae in and adults on undetermined <i>Eucalyptus</i> spp.
1065=	1	larval food plant
1065=	1	larval stages
1065=	1	larval stages of parasite
1065=	1	latex; as <i>Herpetomonas bancrofti</i>
1065=	1	native to New Zealand and widespread in Pacific Basin
1065=	1	on dog's coat
1065=	1	on undersides of leaves
1065=	1	originally recorded as <em>Scolopsis temporalis</em> (Cuvier, 1830), but Australian records are reported to be based on misidentifications of <em>S. monogramma</em>
1065=	1	orth. var.
1065=	1	parasitic in fly larvae
1065=	1	putative association
1065=	1	recorded as <em>Raja whitleyi</em> Iredale, 1938
1065=	1	recorded as Sunburst Butterflyfish
1065=	1	recorded as foodplant for <i>Deuterocopus triannulatus</i>
1065=	1	recorded as occurring on flowers
1065=	1	recorded from 96 different genera of birds; see Maa (1969) for full list of hosts
1065=	1	scleractinian coral
1065=	1	subcutaneous connective tissue
1065=	1	supposedly a host
1065=	1	syn. <i>Gymnocranius bitorquatus</i>; brain (+ PCR)
1065=	1	syn. <i>S. irideus</i>; body surface, fins
1065=	1	syntype
1065=	1	under
1065=	1	undescribed
1065=	1	undescribed species
1065=	1	unidentified

55963	TOTAL
